price,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district
320000,planta 1,exterior,3,82,True,False,Chopera,Arganzuela
470000,planta 1,exterior,3,121,True,False,Acacias,Arganzuela
375000,planta 1,interior,3,82,True,False,Chopera,Arganzuela
385000,planta 2,interior,3,93,True,False,Acacias,Arganzuela
249000,planta 3,interior,2,54,True,False,Palos de Moguer,Arganzuela
410000,planta 5,interior,2,69,True,True,Delicias,Arganzuela
530000,planta 1,exterior,4,104,True,False,Palos de Moguer,Arganzuela
510000,planta 1,exterior,3,108,True,False,Palos de Moguer,Arganzuela
350000,planta 2,exterior,2,91,True,False,Imperial,Arganzuela
395000,planta 6,exterior,1,76,True,False,Chopera,Arganzuela
315000,planta 6,exterior,3,78,True,False,Chopera,Arganzuela
350000,planta 2,exterior,2,91,True,False,Imperial,Arganzuela
370000,bajo,exterior,2,92,True,False,Legazpi,Arganzuela
190000,planta 3,exterior,2,48,False,False,Imperial,Arganzuela
320000,planta 1,exterior,3,82,True,False,Chopera,Arganzuela
139000,bajo,interior,1,32,False,False,Delicias,Arganzuela
175000,sotano,interior,1,45,True,False,Delicias,Arganzuela
370000,planta 1,exterior,3,103,True,False,Palos de Moguer,Arganzuela
397000,planta 7,interior,3,77,True,False,Acacias,Arganzuela
239000,planta 2,interior,2,57,False,False,Imperial,Arganzuela
210000,planta 3,exterior,2,53,False,False,Legazpi,Arganzuela
350000,planta 5,exterior,1,63,False,False,Delicias,Arganzuela
155000,planta 1,interior,1,53,True,False,Chopera,Arganzuela
309000,planta 1,exterior,3,80,True,False,Delicias,Arganzuela
390000,planta 7,exterior,2,85,True,False,Palos de Moguer,Arganzuela
190000,planta 1,exterior,3,53,True,False,Chopera,Arganzuela
340000,planta 5,interior,2,57,True,False,Acacias,Arganzuela
165000,bajo,interior,1,30,True,False,Palos de Moguer,Arganzuela
455000,planta 12,exterior,3,105,True,False,Acacias,Arganzuela
225000,planta 3,interior,2,58,False,False,Palos de Moguer,Arganzuela
498000,planta 5,exterior,3,143,True,True,Imperial,Arganzuela
335000,planta 1,exterior,1,61,True,True,Acacias,Arganzuela
340000,planta 5,exterior,1,60,True,True,Acacias,Arganzuela
240000,bajo,interior,1,54,True,False,Acacias,Arganzuela
450000,planta 12,exterior,3,98,True,False,Legazpi,Arganzuela
348000,planta 2,exterior,1,60,True,True,Acacias,Arganzuela
355000,planta 6,exterior,3,82,True,False,Acacias,Arganzuela
525000,planta 4,exterior,4,136,True,False,Palos de Moguer,Arganzuela
390000,planta 1,exterior,3,107,True,False,Palos de Moguer,Arganzuela
249000,planta 3,interior,2,54,True,False,Palos de Moguer,Arganzuela
499000,planta 7,exterior,2,102,True,False,Imperial,Arganzuela
144800,sotano,interior,2,40,False,False,Delicias,Arganzuela
350000,planta 2,exterior,2,91,True,False,Imperial,Arganzuela
280000,planta 2,interior,3,73,True,False,Chopera,Arganzuela
313000,planta 1,exterior,2,67,True,False,Imperial,Arganzuela
350000,planta 2,exterior,2,91,True,False,Imperial,Arganzuela
190000,planta 3,interior,2,44,True,False,Chopera,Arganzuela
900000,planta 4,exterior,8,254,True,False,Palos de Moguer,Arganzuela
219000,planta 1,interior,2,53,True,False,Palos de Moguer,Arganzuela
168800,planta 1,interior,2,37,True,False,Palos de Moguer,Arganzuela
698000,planta 1,exterior,4,130,True,True,Acacias,Arganzuela
610000,planta 3,exterior,3,131,True,False,Palos de Moguer,Arganzuela
299000,planta 4,interior,3,76,True,False,Chopera,Arganzuela
335000,planta 3,exterior,3,79,False,False,Palos de Moguer,Arganzuela
115000,planta 3,interior,1,21,True,False,Acacias,Arganzuela
355000,planta 6,exterior,3,82,True,False,Acacias,Arganzuela
399000,planta 1,,2,83,True,True,Delicias,Arganzuela
420000,planta 2,exterior,2,86,True,True,Palos de Moguer,Arganzuela
325000,planta 3,exterior,2,50,True,False,Palos de Moguer,Arganzuela
209900,planta 3,exterior,2,53,False,False,Legazpi,Arganzuela
379000,planta 2,interior,3,108,True,False,Chopera,Arganzuela
365000,planta 2,exterior,1,69,True,False,Palos de Moguer,Arganzuela
365000,planta 3,exterior,1,69,True,False,Palos de Moguer,Arganzuela
397000,planta 1,exterior,3,100,True,False,Palos de Moguer,Arganzuela
149000,bajo,interior,1,32,False,False,Acacias,Arganzuela
397000,planta 7,interior,3,77,True,False,Acacias,Arganzuela
415000,planta 4,exterior,3,72,True,False,Acacias,Arganzuela
767000,planta 4,exterior,3,115,True,True,Acacias,Arganzuela
355000,planta 6,exterior,3,79,True,False,Acacias,Arganzuela
885000,planta 4,exterior,4,148,True,True,Acacias,Arganzuela
190000,planta 2,interior,2,50,True,False,Imperial,Arganzuela
159900,planta 3,interior,1,38,True,False,Palos de Moguer,Arganzuela
293000,planta 2,exterior,2,77,False,False,Palos de Moguer,Arganzuela
293000,planta 2,exterior,2,77,True,False,Palos de Moguer,Arganzuela
320000,planta 1,exterior,3,82,True,False,Chopera,Arganzuela
429999,planta 1,exterior,2,118,True,True,Legazpi,Arganzuela
293000,planta 2,exterior,2,77,True,False,Palos de Moguer,Arganzuela
190000,planta 3,exterior,1,48,False,False,Imperial,Arganzuela
190000,planta 3,exterior,2,48,False,False,Imperial,Arganzuela
190000,planta 3,exterior,2,48,False,False,Imperial,Arganzuela
410000,planta 3,interior,2,84,True,True,Palos de Moguer,Arganzuela
520000,planta 2,exterior,4,149,True,False,Delicias,Arganzuela
135000,bajo,interior,1,32,False,False,Delicias,Arganzuela
350000,planta 2,exterior,1,93,True,True,Legazpi,Arganzuela
330000,planta 1,exterior,3,108,False,False,Chopera,Arganzuela
249000,planta 3,interior,2,44,True,False,Palos de Moguer,Arganzuela
545000,planta 2,exterior,3,143,True,True,Delicias,Arganzuela
230000,bajo,exterior,3,80,True,False,Acacias,Arganzuela
229000,bajo,exterior,3,66,False,False,Imperial,Arganzuela
169000,planta 1,interior,2,35,True,False,Delicias,Arganzuela
293000,planta 2,exterior,2,77,True,False,Palos de Moguer,Arganzuela
293000,planta 2,exterior,2,77,True,False,Palos de Moguer,Arganzuela
220000,bajo,exterior,2,64,True,False,Palos de Moguer,Arganzuela
293000,planta 2,exterior,2,77,True,False,Palos de Moguer,Arganzuela
159000,planta 2,exterior,1,41,True,False,Delicias,Arganzuela
439900,planta 7,interior,3,101,True,False,Delicias,Arganzuela
399000,planta 1,,2,83,True,True,Delicias,Arganzuela
320000,planta 1,,1,93,True,True,Legazpi,Arganzuela
160000,planta 1,,2,44,True,False,Delicias,Arganzuela
320000,planta 1,exterior,3,82,True,False,Chopera,Arganzuela
229100,planta 1,exterior,1,49,True,False,Delicias,Arganzuela
103000,planta 2,,1,22,True,False,Acacias,Arganzuela
259000,planta 5,exterior,2,56,True,False,Delicias,Arganzuela
210000,bajo,interior,1,50,True,False,Palos de Moguer,Arganzuela
380000,planta 3,exterior,3,89,True,False,Legazpi,Arganzuela
519000,planta 5,exterior,4,115,True,False,Chopera,Arganzuela
379000,planta 4,exterior,3,98,True,False,Chopera,Arganzuela
525000,planta 4,exterior,4,136,True,False,Palos de Moguer,Arganzuela
180000,planta 3,interior,1,50,False,False,Dúplex en Imperial,Arganzuela
395000,bajo,exterior,4,185,False,True,Imperial,Arganzuela
243999,planta 3,interior,1,60,True,False,Chopera,Arganzuela
179000,planta 3,interior,1,40,True,False,Delicias,Arganzuela
249000,planta 3,interior,2,54,True,False,Palos de Moguer,Arganzuela
397000,planta 7,interior,3,77,True,False,Acacias,Arganzuela
320000,planta 1,exterior,3,82,True,False,Chopera,Arganzuela
397000,planta 7,interior,3,77,True,False,Acacias,Arganzuela
397000,planta 7,interior,3,77,True,False,Acacias,Arganzuela
397000,planta 7,interior,3,77,True,False,Acacias,Arganzuela
475000,planta 2,exterior,5,136,False,False,Delicias,Arganzuela
440000,planta 12,exterior,3,90,True,False,Legazpi,Arganzuela
450000,planta 4,exterior,4,128,True,False,Palos de Moguer,Arganzuela
450000,planta 4,exterior,4,126,True,False,Palos de Moguer,Arganzuela
380000,planta 4,exterior,4,98,True,False,Chopera,Arganzuela
515000,planta 1,exterior,4,131,True,False,Chopera,Arganzuela
175000,bajo,interior,1,45,False,False,Delicias,Arganzuela
223000,planta 3,interior,2,54,True,False,Acacias,Arganzuela
545000,planta 8,exterior,4,114,True,True,Palos de Moguer,Arganzuela
397000,planta 7,interior,3,77,True,False,Acacias,Arganzuela
278000,planta 1,,3,73,True,False,Chopera,Arganzuela
309900,planta 7,exterior,1,57,True,True,Legazpi,Arganzuela
72000,planta 2,exterior,2,36,False,False,Delicias,Arganzuela
315000,planta 2,interior,3,72,True,False,Delicias,Arganzuela
640000,planta 4,exterior,3,123,True,True,Legazpi,Arganzuela
225000,planta 1,interior,1,40,True,False,Delicias,Arganzuela
162500,bajo,exterior,3,53,True,False,Chopera,Arganzuela
397000,planta 7,interior,3,77,True,False,Acacias,Arganzuela
285000,planta 5,interior,3,74,True,False,Acacias,Arganzuela
280000,bajo,exterior,1,71,False,False,Acacias,Arganzuela
399000,planta 1,exterior,2,80,True,True,Legazpi,Arganzuela
295000,planta 4,exterior,1,79,True,False,Legazpi,Arganzuela
525000,planta 4,exterior,4,126,True,False,Palos de Moguer,Arganzuela
315000,planta 1,exterior,3,85,True,False,Delicias,Arganzuela
599000,planta 6,exterior,3,72,True,False,Ático en Delicias,Arganzuela
440000,planta 2,exterior,5,139,True,False,Imperial,Arganzuela
219000,planta 4,,2,58,True,False,Chopera,Arganzuela
295000,planta 4,interior,2,60,True,False,Palos de Moguer,Arganzuela
535000,bajo,exterior,2,75,True,True,Delicias,Arganzuela
330000,planta 4,exterior,1,65,True,True,Imperial,Arganzuela
235000,planta 1,exterior,1,37,False,False,Acacias,Arganzuela
800000,planta 1,exterior,4,140,True,False,Acacias,Arganzuela
130000,planta 4,interior,2,34,False,False,Palos de Moguer,Arganzuela
443000,planta 8,exterior,3,108,True,False,Acacias,Arganzuela
364000,planta 3,interior,3,90,True,False,Palos de Moguer,Arganzuela
700000,planta 4,exterior,3,114,True,False,Acacias,Arganzuela
430000,planta 5,exterior,4,108,True,False,Palos de Moguer,Arganzuela
359000,planta 2,exterior,1,94,True,True,Legazpi,Arganzuela
485000,planta 2,exterior,2,109,True,True,Legazpi,Arganzuela
375000,planta 6,exterior,3,84,True,False,Chopera,Arganzuela
445000,planta 1,,2,92,True,True,Legazpi,Arganzuela
150000,planta 1,,2,45,False,False,Acacias,Arganzuela
260000,planta 1,exterior,1,46,True,False,Acacias,Arganzuela
145000,planta -1,,1,32,False,False,Delicias,Arganzuela
749000,planta 2,exterior,4,160,True,True,Legazpi,Arganzuela
203000,bajo,interior,2,52,True,False,Delicias,Arganzuela
468999,planta 4,exterior,2,107,True,True,Legazpi,Arganzuela
320000,planta 1,exterior,3,70,True,True,Delicias,Arganzuela
396000,planta 1,exterior,2,78,True,False,Acacias,Arganzuela
450000,planta 1,exterior,3,120,True,False,Palos de Moguer,Arganzuela
295000,planta 1,exterior,3,76,True,False,Imperial,Arganzuela
399000,planta 2,interior,3,90,True,False,Delicias,Arganzuela
295000,planta 3,exterior,2,71,True,False,Imperial,Arganzuela
239000,planta 3,exterior,3,55,False,False,Legazpi,Arganzuela
675000,planta 6,exterior,4,180,True,False,Delicias,Arganzuela
176500,planta 1,exterior,1,52,False,False,Palos de Moguer,Arganzuela
310000,bajo,exterior,1,74,True,False,Legazpi,Arganzuela
670000,planta 1,exterior,4,169,True,True,Acacias,Arganzuela
465000,planta 3,exterior,4,120,True,False,Chopera,Arganzuela
275000,bajo,exterior,2,123,True,False,Acacias,Arganzuela
275000,bajo,exterior,1,47,False,False,Legazpi,Arganzuela
370000,planta 1,exterior,1,79,True,False,Imperial,Arganzuela
387000,planta 1,exterior,1,63,True,True,Legazpi,Arganzuela
138000,bajo,exterior,3,40,False,False,Delicias,Arganzuela
460000,planta 2,exterior,4,150,True,False,Delicias,Arganzuela
249000,planta 5,interior,2,60,True,False,Palos de Moguer,Arganzuela
479000,planta 2,exterior,4,113,True,False,Imperial,Arganzuela
175000,planta 2,interior,2,45,True,False,Delicias,Arganzuela
605000,planta 1,exterior,3,124,True,True,Imperial,Arganzuela
460000,planta 1,exterior,5,120,True,False,Delicias,Arganzuela
420000,planta 1,exterior,1,92,True,False,Legazpi,Arganzuela
565000,planta 3,exterior,3,102,True,False,Palos de Moguer,Arganzuela
175000,planta 3,interior,2,37,True,False,Acacias,Arganzuela
385000,planta 2,interior,4,120,True,False,Acacias,Arganzuela
269000,planta 6,interior,2,50,True,False,Palos de Moguer,Arganzuela
475000,planta 3,exterior,4,126,True,False,Palos de Moguer,Arganzuela
520000,planta 1,exterior,3,115,True,True,Legazpi,Arganzuela
240000,bajo,interior,1,60,True,False,Acacias,Arganzuela
395000,planta 5,exterior,2,72,True,True,Legazpi,Arganzuela
172000,planta 1,interior,1,42,False,False,Imperial,Arganzuela
320000,planta 2,exterior,1,56,True,True,Legazpi,Arganzuela
199990,planta 1,interior,2,45,True,False,Palos de Moguer,Arganzuela
440000,planta 4,exterior,3,105,True,False,Imperial,Arganzuela
295000,planta 3,exterior,3,55,True,False,Chopera,Arganzuela
340000,planta 3,exterior,2,68,True,False,Palos de Moguer,Arganzuela
170000,bajo,interior,2,32,True,False,Palos de Moguer,Arganzuela
360000,planta 1,exterior,4,105,True,False,Delicias,Arganzuela
449000,planta 3,exterior,3,86,True,False,Imperial,Arganzuela
375000,planta 1,exterior,2,65,False,False,Legazpi,Arganzuela
299000,planta 2,exterior,1,59,True,True,Legazpi,Arganzuela
485000,planta 4,exterior,3,113,True,False,Chopera,Arganzuela
475000,planta 5,exterior,2,60,True,True,Legazpi,Arganzuela
425000,planta 4,exterior,3,72,True,False,Acacias,Arganzuela
520000,planta 1,exterior,3,135,True,False,Palos de Moguer,Arganzuela
415000,planta 7,exterior,3,57,True,False,Palos de Moguer,Arganzuela
320000,planta 1,exterior,3,71,True,False,Palos de Moguer,Arganzuela
620000,planta 2,exterior,3,126,True,True,Imperial,Arganzuela
320000,bajo,exterior,1,52,False,False,Palos de Moguer,Arganzuela
380000,planta 1,exterior,2,72,True,False,Palos de Moguer,Arganzuela
320000,planta 5,exterior,1,60,True,False,Acacias,Arganzuela
124000,planta 4,interior,1,36,False,False,Delicias,Arganzuela
345000,planta 1,exterior,3,109,True,False,Delicias,Arganzuela
670000,planta 5,exterior,3,119,True,False,Acacias,Arganzuela
595000,planta 2,exterior,3,100,True,True,Delicias,Arganzuela
538000,planta 1,exterior,2,97,True,False,Legazpi,Arganzuela
299900,planta 2,exterior,3,84,True,False,Delicias,Arganzuela
485000,planta 2,exterior,2,82,True,True,Palos de Moguer,Arganzuela
255000,bajo,exterior,1,74,False,False,Imperial,Arganzuela
272000,bajo,exterior,1,81,False,False,Imperial,Arganzuela
299000,planta 6,interior,2,56,True,False,Palos de Moguer,Arganzuela
385000,bajo,exterior,3,87,True,False,Legazpi,Arganzuela
445000,planta 3,exterior,4,112,True,False,Delicias,Arganzuela
300000,planta 1,exterior,3,68,True,False,Acacias,Arganzuela
410000,planta 1,exterior,3,142,True,False,Imperial,Arganzuela
515000,planta 5,,3,112,True,False,Chopera,Arganzuela
132000,semi-sotano,interior,1,50,False,False,Imperial,Arganzuela
450000,planta 6,exterior,3,113,True,True,Delicias,Arganzuela
499000,planta 3,exterior,3,121,True,False,Acacias,Arganzuela
350000,planta 1,exterior,3,87,True,False,Palos de Moguer,Arganzuela
340000,planta 2,exterior,3,80,True,False,Palos de Moguer,Arganzuela
360000,planta 4,interior,3,72,True,False,Palos de Moguer,Arganzuela
360000,planta 4,interior,3,72,True,False,Palos de Moguer,Arganzuela
1610000,planta 3,exterior,4,384,True,False,Palos de Moguer,Arganzuela
129000,sotano,interior,2,44,True,False,Acacias,Arganzuela
145000,planta 2,interior,1,43,True,False,Delicias,Arganzuela
490000,bajo,exterior,4,160,False,True,Imperial,Arganzuela
175000,planta 2,interior,1,32,True,False,Delicias,Arganzuela
299000,planta 2,interior,2,60,True,False,Acacias,Arganzuela
155000,planta 2,interior,2,41,True,False,Imperial,Arganzuela
349000,planta 2,exterior,2,97,True,False,Acacias,Arganzuela
430000,planta 3,exterior,2,80,True,True,Legazpi,Arganzuela
339000,planta 7,interior,2,80,True,False,Imperial,Arganzuela
189000,planta 2,,1,40,False,False,Acacias,Arganzuela
155000,planta 3,interior,1,34,False,False,Imperial,Arganzuela
350000,planta 2,interior,2,62,True,False,Chopera,Arganzuela
345000,planta 4,interior,4,100,True,False,Palos de Moguer,Arganzuela
269900,entreplanta,exterior,3,92,False,False,Chopera,Arganzuela
440000,planta 5,exterior,3,136,True,True,Legazpi,Arganzuela
140000,planta 5,interior,2,41,False,False,Imperial,Arganzuela
379000,planta 1,exterior,3,101,True,False,Delicias,Arganzuela
177000,bajo,exterior,1,36,True,False,Palos de Moguer,Arganzuela
165000,planta 1,interior,1,33,True,False,Palos de Moguer,Arganzuela
515500,planta 4,exterior,2,100,True,True,Delicias,Arganzuela
555000,planta 4,exterior,4,121,True,False,Palos de Moguer,Arganzuela
165000,bajo,exterior,3,84,True,False,Imperial,Arganzuela
298000,planta 4,exterior,1,64,True,False,Delicias,Arganzuela
480000,planta 1,exterior,2,101,True,True,Legazpi,Arganzuela
398000,planta 1,exterior,2,71,True,True,Legazpi,Arganzuela
387000,planta 2,exterior,2,71,True,True,Legazpi,Arganzuela
410000,planta 4,exterior,3,100,True,False,Chopera,Arganzuela
550000,planta 6,interior,4,120,True,False,Chopera,Arganzuela
230000,bajo,interior,2,53,True,False,Delicias,Arganzuela
185000,bajo,interior,1,45,True,False,Palos de Moguer,Arganzuela
144800,bajo,exterior,3,40,False,False,Delicias,Arganzuela
180000,bajo,interior,1,45,True,False,Chopera,Arganzuela
392400,bajo,exterior,2,77,True,False,Palos de Moguer,Arganzuela
373000,planta 4,exterior,2,93,True,False,Chopera,Arganzuela
545000,planta 4,exterior,4,156,True,False,Delicias,Arganzuela
373800,planta 3,exterior,2,89,True,False,Chopera,Arganzuela
390000,planta 1,exterior,3,90,True,False,Chopera,Arganzuela
460000,planta 2,interior,2,90,True,False,Chopera,Arganzuela
449900,planta 2,exterior,3,106,True,False,Palos de Moguer,Arganzuela
239000,planta 2,interior,3,62,True,False,Palos de Moguer,Arganzuela
574500,planta 3,exterior,3,118,True,True,Imperial,Arganzuela
219900,planta 2,interior,2,48,True,False,Palos de Moguer,Arganzuela
355000,planta 6,exterior,3,82,False,False,Acacias,Arganzuela
150000,bajo,exterior,1,30,False,False,Palos de Moguer,Arganzuela
315000,planta 3,exterior,2,45,True,False,Imperial,Arganzuela
442589,planta 1,exterior,2,82,True,True,Legazpi,Arganzuela
295240,planta 1,exterior,1,54,True,True,Legazpi,Arganzuela
753277,planta 5,exterior,3,120,True,True,Legazpi,Arganzuela
664330,planta 4,exterior,3,124,True,True,Legazpi,Arganzuela
853203,planta 3,exterior,4,168,True,True,Legazpi,Arganzuela
619100,planta 2,exterior,3,122,True,True,Legazpi,Arganzuela
463308,planta 2,exterior,2,88,True,True,Legazpi,Arganzuela
239000,planta 3,interior,1,51,True,False,Chopera,Arganzuela
265000,planta 3,exterior,2,60,False,False,Imperial,Arganzuela
240000,planta 3,exterior,3,54,False,False,Legazpi,Arganzuela
325000,planta 3,exterior,1,63,True,True,Delicias,Arganzuela
480000,bajo,exterior,3,143,True,False,Imperial,Arganzuela
675000,planta 1,exterior,7,170,True,False,Delicias,Arganzuela
135000,planta 1,interior,2,81,True,False,Acacias,Arganzuela
443000,planta 5,exterior,4,131,True,False,Palos de Moguer,Arganzuela
177500,planta 1,interior,2,50,False,False,Imperial,Arganzuela
250000,bajo,exterior,1,80,True,False,Chopera,Arganzuela
230000,planta 5,interior,2,42,True,False,Palos de Moguer,Arganzuela
420000,planta 2,exterior,4,110,True,False,Delicias,Arganzuela
365000,planta 4,exterior,1,75,True,False,Palos de Moguer,Arganzuela
359000,planta 5,interior,3,115,True,False,Delicias,Arganzuela
395000,planta 2,interior,3,80,True,False,Delicias,Arganzuela
365000,planta 4,exterior,1,71,True,False,Palos de Moguer,Arganzuela
185000,bajo,interior,1,47,True,False,Palos de Moguer,Arganzuela
1200000,planta 5,exterior,3,225,True,True,Acacias,Arganzuela
800000,planta 9,exterior,4,146,True,True,Legazpi,Arganzuela
527000,planta 4,exterior,4,133,True,False,Acacias,Arganzuela
220000,sotano,interior,2,125,True,False,Imperial,Arganzuela
135000,bajo,exterior,1,34,False,False,Imperial,Arganzuela
145000,planta 3,interior,2,37,False,False,Chopera,Arganzuela
264000,entreplanta,exterior,3,92,True,False,Chopera,Arganzuela
395000,bajo,exterior,4,143,False,True,Imperial,Arganzuela
269900,entreplanta,exterior,3,92,True,False,Chopera,Arganzuela
223000,planta 3,interior,2,55,True,False,Acacias,Arganzuela
379900,bajo,exterior,1,42,True,True,Palos de Moguer,Arganzuela
185000,sotano,exterior,2,67,True,False,Chopera,Arganzuela
485000,planta 8,exterior,4,110,True,False,Chopera,Arganzuela
390000,planta 2,interior,3,90,True,False,Palos de Moguer,Arganzuela
394816,planta 5,exterior,1,61,True,True,Legazpi,Arganzuela
517833,planta 2,exterior,2,103,True,True,Legazpi,Arganzuela
812680,planta 1,exterior,4,169,True,True,Legazpi,Arganzuela
168800,planta 1,interior,2,37,True,False,Palos de Moguer,Arganzuela
398000,planta 2,exterior,4,109,True,False,Palos de Moguer,Arganzuela
440000,planta 3,exterior,2,80,True,True,Acacias,Arganzuela
385000,planta 3,exterior,2,90,True,False,Palos de Moguer,Arganzuela
330000,planta 5,exterior,3,82,True,False,Acacias,Arganzuela
370000,planta 1,exterior,1,80,True,False,Imperial,Arganzuela
330000,planta 4,exterior,2,72,True,False,Acacias,Arganzuela
840000,planta 1,exterior,4,121,True,True,Acacias,Arganzuela
395000,entreplanta,exterior,4,184,False,True,Imperial,Arganzuela
479000,planta 1,exterior,4,121,True,False,Imperial,Arganzuela
370000,planta 6,interior,3,89,True,True,Acacias,Arganzuela
215000,planta 5,interior,1,47,True,False,Acacias,Arganzuela
340400,planta 3,exterior,1,65,True,False,Imperial,Arganzuela
249000,bajo,exterior,1,59,False,False,Delicias,Arganzuela
275000,planta 3,exterior,1,55,False,False,Palos de Moguer,Arganzuela
280000,planta 2,interior,2,57,False,False,Acacias,Arganzuela
233000,planta 3,interior,1,48,False,False,Imperial,Arganzuela
235000,planta 2,exterior,2,66,True,False,Chopera,Arganzuela
355000,bajo,exterior,3,96,True,False,Delicias,Arganzuela
1200000,planta 5,exterior,3,225,True,True,Acacias,Arganzuela
349000,planta 3,interior,2,75,True,False,Delicias,Arganzuela
600000,planta 5,exterior,2,137,True,True,Legazpi,Arganzuela
605000,planta 1,exterior,3,124,True,False,Imperial,Arganzuela
650000,bajo,exterior,4,279,True,False,Imperial,Arganzuela
299000,planta 4,exterior,2,71,True,False,Delicias,Arganzuela
620000,planta 2,exterior,3,126,True,True,Imperial,Arganzuela
465000,planta 5,exterior,2,76,True,True,Legazpi,Arganzuela
362000,planta 6,exterior,1,48,True,True,Imperial,Arganzuela
760000,planta 2,exterior,3,132,True,True,Imperial,Arganzuela
455000,planta 4,exterior,2,75,True,True,Legazpi,Arganzuela
520000,planta 5,exterior,2,86,True,True,Legazpi,Arganzuela
580000,planta 6,exterior,3,103,True,True,Legazpi,Arganzuela
625000,planta 6,exterior,3,120,True,True,Legazpi,Arganzuela
475000,planta 1,exterior,2,96,True,True,Legazpi,Arganzuela
480000,planta 1,exterior,2,96,True,True,Legazpi,Arganzuela
150000,planta 1,interior,1,50,False,False,Chopera,Arganzuela
368000,planta 1,exterior,2,89,True,False,Acacias,Arganzuela
150000,bajo,exterior,1,35,True,False,Palos de Moguer,Arganzuela
550000,planta 2,exterior,3,115,True,True,Acacias,Arganzuela
299000,planta 3,exterior,2,50,True,False,Imperial,Arganzuela
